job_id,job_role,required_skills,experience_required,job_location,employment_type,salary_range_lpa,job_description
141,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",8,Remote,Contract,5-24,"We are hiring a Data Analyst with 8+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
142,Backend Developer,"Python, Java, APIs, SQL, Docker",1,Delhi,Full-Time,4-29,"We are hiring a Backend Developer with 1+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
143,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",7,Pune,Contract,10-28,"We are hiring a AI Engineer with 7+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
144,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",4,Delhi,Full-Time,7-23,"We are hiring a Full Stack Developer with 4+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
145,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",8,Pune,Full-Time,6-26,"We are hiring a Data Scientist with 8+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
146,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",7,Remote,Full-Time,7-16,"We are hiring a AI Engineer with 7+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
147,Software Engineer,"Java, C++, Git, Linux, Problem Solving",5,Remote,Contract,8-15,"We are hiring a Software Engineer with 5+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
148,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",3,Pune,Contract,9-35,"We are hiring a Data Analyst with 3+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
149,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",10,Hyderabad,Contract,10-34,"We are hiring a ML Engineer with 10+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
150,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",5,Bangalore,Internship,5-33,"We are hiring a Cloud Engineer with 5+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
151,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",9,Delhi,Internship,6-35,"We are hiring a Data Analyst with 9+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
152,Software Engineer,"Java, C++, Git, Linux, Problem Solving",6,Hyderabad,Contract,8-24,"We are hiring a Software Engineer with 6+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
153,Software Engineer,"Java, C++, Git, Linux, Problem Solving",7,Hyderabad,Contract,7-30,"We are hiring a Software Engineer with 7+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
154,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",2,Pune,Full-Time,4-12,"We are hiring a ML Engineer with 2+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
155,Software Engineer,"Java, C++, Git, Linux, Problem Solving",0,Pune,Internship,10-26,"We are hiring a Software Engineer with 0+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
156,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",1,Remote,Internship,4-27,"We are hiring a Full Stack Developer with 1+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
157,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",9,Hyderabad,Full-Time,4-32,"We are hiring a Frontend Developer with 9+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
158,Software Engineer,"Java, C++, Git, Linux, Problem Solving",8,Remote,Internship,6-24,"We are hiring a Software Engineer with 8+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
159,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",2,Bangalore,Full-Time,8-12,"We are hiring a ML Engineer with 2+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
160,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",1,Bangalore,Contract,8-20,"We are hiring a AI Engineer with 1+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
161,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",8,Pune,Full-Time,5-30,"We are hiring a Data Scientist with 8+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
162,Backend Developer,"Python, Java, APIs, SQL, Docker",5,Remote,Full-Time,6-20,"We are hiring a Backend Developer with 5+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
163,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",4,Remote,Contract,9-26,"We are hiring a Full Stack Developer with 4+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
164,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",2,Remote,Internship,5-12,"We are hiring a Full Stack Developer with 2+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
165,Backend Developer,"Python, Java, APIs, SQL, Docker",3,Bangalore,Internship,6-12,"We are hiring a Backend Developer with 3+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
166,Software Engineer,"Java, C++, Git, Linux, Problem Solving",10,Bangalore,Full-Time,9-22,"We are hiring a Software Engineer with 10+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
167,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",0,Bangalore,Full-Time,4-17,"We are hiring a ML Engineer with 0+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
168,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",1,Bangalore,Contract,9-12,"We are hiring a Frontend Developer with 1+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
169,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",3,Bangalore,Internship,6-22,"We are hiring a Data Scientist with 3+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
170,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",7,Delhi,Full-Time,4-23,"We are hiring a AI Engineer with 7+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
171,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",10,Bangalore,Internship,10-35,"We are hiring a Cloud Engineer with 10+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
172,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",10,Remote,Full-Time,6-34,"We are hiring a Frontend Developer with 10+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
173,Backend Developer,"Python, Java, APIs, SQL, Docker",9,Remote,Internship,5-18,"We are hiring a Backend Developer with 9+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
174,Software Engineer,"Java, C++, Git, Linux, Problem Solving",6,Delhi,Full-Time,7-32,"We are hiring a Software Engineer with 6+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
175,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",7,Remote,Internship,8-25,"We are hiring a ML Engineer with 7+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
176,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",5,Pune,Contract,7-16,"We are hiring a AI Engineer with 5+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
177,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",4,Bangalore,Contract,8-22,"We are hiring a Full Stack Developer with 4+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
178,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",8,Hyderabad,Internship,5-23,"We are hiring a AI Engineer with 8+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
179,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",10,Hyderabad,Internship,5-12,"We are hiring a Frontend Developer with 10+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
180,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",3,Hyderabad,Contract,10-20,"We are hiring a Data Analyst with 3+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
181,Backend Developer,"Python, Java, APIs, SQL, Docker",5,Hyderabad,Internship,10-12,"We are hiring a Backend Developer with 5+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
182,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",1,Delhi,Contract,10-20,"We are hiring a Data Analyst with 1+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
183,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",3,Pune,Internship,8-13,"We are hiring a Data Scientist with 3+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
184,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",1,Hyderabad,Full-Time,10-13,"We are hiring a Cloud Engineer with 1+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
185,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",10,Pune,Internship,8-15,"We are hiring a Cloud Engineer with 10+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
186,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",8,Remote,Full-Time,8-20,"We are hiring a Data Scientist with 8+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
187,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",9,Bangalore,Contract,10-26,"We are hiring a AI Engineer with 9+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
188,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",1,Pune,Full-Time,6-16,"We are hiring a Full Stack Developer with 1+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
189,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",3,Bangalore,Contract,9-27,"We are hiring a AI Engineer with 3+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
190,Backend Developer,"Python, Java, APIs, SQL, Docker",10,Hyderabad,Full-Time,5-34,"We are hiring a Backend Developer with 10+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
191,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",3,Hyderabad,Full-Time,8-31,"We are hiring a Cloud Engineer with 3+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
192,Software Engineer,"Java, C++, Git, Linux, Problem Solving",3,Remote,Internship,8-29,"We are hiring a Software Engineer with 3+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
193,Software Engineer,"Java, C++, Git, Linux, Problem Solving",9,Remote,Full-Time,5-26,"We are hiring a Software Engineer with 9+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
194,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",5,Remote,Contract,8-17,"We are hiring a Data Scientist with 5+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
195,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",1,Delhi,Full-Time,4-32,"We are hiring a Data Scientist with 1+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
196,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",7,Hyderabad,Full-Time,8-19,"We are hiring a Data Analyst with 7+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
197,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",9,Bangalore,Full-Time,8-28,"We are hiring a ML Engineer with 9+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
198,Software Engineer,"Java, C++, Git, Linux, Problem Solving",10,Remote,Full-Time,5-24,"We are hiring a Software Engineer with 10+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
199,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",9,Bangalore,Internship,10-22,"We are hiring a Full Stack Developer with 9+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
200,Software Engineer,"Java, C++, Git, Linux, Problem Solving",10,Delhi,Internship,8-12,"We are hiring a Software Engineer with 10+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
201,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",4,Remote,Full-Time,4-16,"We are hiring a Cloud Engineer with 4+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
202,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",9,Remote,Contract,5-22,"We are hiring a Data Analyst with 9+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
203,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",7,Bangalore,Internship,8-22,"We are hiring a ML Engineer with 7+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
204,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",8,Bangalore,Full-Time,6-16,"We are hiring a Data Scientist with 8+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
205,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",9,Bangalore,Full-Time,9-24,"We are hiring a AI Engineer with 9+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
206,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",1,Hyderabad,Contract,8-17,"We are hiring a Cloud Engineer with 1+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
207,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",9,Delhi,Contract,7-32,"We are hiring a Data Analyst with 9+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
208,Backend Developer,"Python, Java, APIs, SQL, Docker",2,Bangalore,Internship,8-16,"We are hiring a Backend Developer with 2+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
209,Backend Developer,"Python, Java, APIs, SQL, Docker",4,Delhi,Internship,8-26,"We are hiring a Backend Developer with 4+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
210,Software Engineer,"Java, C++, Git, Linux, Problem Solving",3,Remote,Full-Time,4-26,"We are hiring a Software Engineer with 3+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
211,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",10,Hyderabad,Internship,10-20,"We are hiring a Full Stack Developer with 10+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
212,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",4,Remote,Internship,8-28,"We are hiring a Cloud Engineer with 4+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
